,"Instructions
Enter stock symbol in cell B4",,,,,POWERED BY
,,,,,,Google Finance
,,,,,,
,mara,<< enter a symbol,,,,
,,"<< optionally, enter an exchange (ex: NASDAQ, NYSE)",,,,
,,,,,,
,Marathon Digital Holdings Inc,,,,,
,,,,,,
,Current Price,,Change,% Change,,
,8.87,,+1.02,+12.99%,,
,,,,,,
,,,,,,
,Market Cap,P/E Ratio,Beta,,,
,"1,036M",-,5.07,,,
,,,,,,70 Months
,,,,,,
,,,,,,
,mara,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Date,Open,High,Low,Close,Volume
,"Jan 19, 2022",26.35,27.02,24.78,24.85,"9,449,791"
,"Jan 20, 2022",25.38,27.34,24.74,24.83,"12,531,587"
,"Jan 21, 2022",23.00,24.31,21.92,22.06,"17,539,915"
,"Jan 24, 2022",19.82,23.02,19.43,22.90,"22,184,763"
,"Jan 25, 2022",22.57,23.43,21.43,22.18,"14,056,067"
,"Jan 26, 2022",24.00,24.22,20.95,21.46,"17,840,617"
,"Jan 27, 2022",21.50,21.92,19.60,19.79,"12,599,005"
,"Jan 28, 2022",20.57,22.00,19.43,21.97,"13,896,122"
,"Jan 31, 2022",22.06,23.60,21.28,23.54,"12,131,498"
,"Feb 1, 2022",24.09,25.22,23.19,25.03,"13,900,736"
,"Feb 2, 2022",24.45,24.75,22.41,23.02,"11,073,735"
,"Feb 3, 2022",21.98,22.65,21.01,21.21,"8,835,349"
,"Feb 4, 2022",22.11,23.84,21.08,23.51,"19,894,173"
,"Feb 7, 2022",25.00,26.54,24.97,25.58,"22,861,584"
,"Feb 8, 2022",25.00,26.40,24.62,26.33,"12,740,332"
,"Feb 9, 2022",26.80,29.04,26.35,28.99,"14,937,593"
,"Feb 10, 2022",27.88,31.44,27.66,28.82,"20,081,635"
,"Feb 11, 2022",28.78,29.74,26.46,26.93,"15,399,148"
,"Feb 14, 2022",26.85,27.90,25.27,25.55,"12,765,749"
,"Feb 15, 2022",27.55,28.93,27.44,28.63,"15,775,814"
,"Feb 16, 2022",27.57,28.93,27.11,28.40,"10,612,818"
,"Feb 17, 2022",27.14,27.88,25.50,25.72,"10,745,949"
,"Feb 18, 2022",25.62,25.76,23.83,23.89,"10,793,234"
,"Feb 22, 2022",22.90,24.10,22.01,22.53,"12,002,281"
,"Feb 23, 2022",23.41,23.90,20.94,21.04,"11,574,439"
,"Feb 24, 2022",19.56,23.02,19.51,22.96,"16,630,216"
,"Feb 25, 2022",23.39,23.73,22.01,23.07,"12,124,657"
,"Feb 28, 2022",23.20,25.98,23.13,25.35,"20,632,357"
,"Mar 1, 2022",27.37,27.49,24.96,26.08,"21,748,443"
,"Mar 2, 2022",25.55,27.10,25.33,26.88,"13,294,076"
,"Mar 3, 2022",26.60,27.25,24.52,24.66,"9,502,957"
,"Mar 4, 2022",24.73,25.18,22.46,22.82,"10,885,101"
,"Mar 7, 2022",23.12,23.88,21.45,21.48,"10,943,721"
,"Mar 8, 2022",21.75,23.49,21.28,22.35,"10,851,565"
,"Mar 9, 2022",24.40,26.19,24.03,25.68,"15,227,990"
,"Mar 10, 2022",24.01,24.85,23.29,24.75,"9,376,086"
,"Mar 11, 2022",25.14,25.21,22.44,22.49,"8,914,602"
,"Mar 14, 2022",22.30,22.43,20.95,21.41,"8,346,716"
,"Mar 15, 2022",21.33,22.47,20.32,22.41,"8,796,122"
,"Mar 16, 2022",23.31,24.27,22.19,24.23,"11,982,593"
,"Mar 17, 2022",24.05,26.70,24.00,26.66,"11,090,555"
,"Mar 18, 2022",26.10,28.03,26.04,27.92,"10,161,540"
,"Mar 21, 2022",27.94,28.79,26.56,27.63,"8,684,348"
,"Mar 22, 2022",28.93,30.96,28.80,29.44,"13,227,157"
,"Mar 23, 2022",29.15,30.30,28.51,29.25,"8,156,735"
,"Mar 24, 2022",30.04,30.47,28.32,30.33,"11,873,995"
,"Mar 25, 2022",31.28,31.49,28.22,28.89,"12,140,817"
,"Mar 28, 2022",31.06,32.74,30.10,31.27,"19,226,370"
,"Mar 29, 2022",31.35,31.65,29.31,31.14,"11,228,189"
,"Mar 30, 2022",30.49,31.38,29.28,29.56,"8,076,211"
,"Mar 31, 2022",29.87,30.19,27.92,27.95,"8,306,219"
,"Apr 1, 2022",27.86,29.06,27.37,28.54,"9,201,787"
,"Apr 4, 2022",28.54,28.95,27.60,28.92,"8,359,455"
,"Apr 5, 2022",29.35,29.49,26.02,26.26,"11,188,619"
,"Apr 6, 2022",25.20,25.62,23.84,24.19,"10,107,265"
,"Apr 7, 2022",24.05,24.61,22.82,23.77,"9,526,038"
,"Apr 8, 2022",23.56,23.81,22.61,22.68,"9,102,842"
,"Apr 11, 2022",22.05,22.87,21.40,21.92,"6,768,460"
,"Apr 12, 2022",22.55,23.35,20.85,21.16,"10,968,465"
,"Apr 13, 2022",21.02,22.58,20.94,22.30,"8,388,965"
,"Apr 14, 2022",22.30,22.37,20.93,21.23,"8,928,513"
,"Apr 18, 2022",20.91,21.26,19.79,20.90,"9,628,174"
,"Apr 19, 2022",21.10,21.93,20.41,21.50,"8,522,979"
,"Apr 20, 2022",21.70,22.09,20.25,20.72,"8,875,042"
,"Apr 21, 2022",21.30,21.99,19.12,19.32,"12,743,673"
,"Apr 22, 2022",19.08,19.77,18.09,18.15,"9,866,652"
,"Apr 25, 2022",17.78,18.78,17.60,18.72,"11,327,424"
,"Apr 26, 2022",18.50,18.57,17.02,17.10,"8,916,369"
,"Apr 27, 2022",17.00,18.15,16.64,16.72,"11,128,709"
,"Apr 28, 2022",16.87,17.26,15.59,16.86,"13,725,858"
,"Apr 29, 2022",16.63,17.48,15.53,15.60,"10,525,696"
,"May 2, 2022",15.56,16.92,15.05,16.66,"13,859,704"
,"May 3, 2022",16.35,17.32,16.23,16.78,"7,599,026"
,"May 4, 2022",16.88,17.83,15.61,17.76,"11,809,887"
,"May 5, 2022",17.27,17.40,15.54,15.90,"9,300,465"
,"May 6, 2022",15.47,15.81,14.45,14.95,"8,417,598"
,"May 9, 2022",13.94,14.03,11.77,12.08,"15,824,984"
,"May 10, 2022",12.86,13.19,11.54,11.80,"12,884,537"
,"May 11, 2022",11.00,12.17,9.91,9.98,"17,834,920"
,"May 12, 2022",9.49,10.60,8.80,10.15,"20,886,664"
,"May 13, 2022",11.17,12.00,10.92,11.39,"15,326,165"
,"May 16, 2022",11.18,11.20,10.13,10.32,"11,021,333"
,"May 17, 2022",10.78,11.26,10.51,11.09,"10,896,815"
,"May 18, 2022",10.61,10.99,9.93,10.16,"9,931,685"
,"May 19, 2022",10.19,10.93,10.12,10.35,"10,241,711"
,"May 20, 2022",10.65,10.70,9.21,9.77,"12,377,964"
,"May 23, 2022",9.88,10.26,9.52,9.93,"9,389,491"
,"May 24, 2022",9.61,9.80,8.74,9.00,"11,216,515"
,"May 25, 2022",8.89,9.44,8.84,9.27,"6,868,675"
,"May 26, 2022",8.81,9.96,8.53,9.85,"15,649,978"
,"May 27, 2022",9.97,10.48,9.81,10.27,"13,974,019"
,"May 31, 2022",11.04,11.17,10.02,10.23,"19,496,558"
,"Jun 1, 2022",10.30,10.35,9.11,9.22,"14,993,765"
,"Jun 2, 2022",9.14,9.60,9.10,9.34,"11,644,094"
,"Jun 3, 2022",9.07,9.11,8.40,8.80,"11,020,743"
,"Jun 6, 2022",9.23,9.26,8.70,8.93,"10,203,480"
,"Jun 7, 2022",8.65,8.88,8.32,8.69,"10,773,214"
,"Jun 8, 2022",8.64,9.14,8.39,8.53,"11,216,963"
,"Jun 9, 2022",8.40,8.44,7.65,7.66,"13,904,882"
,"Jun 10, 2022",7.35,7.69,7.25,7.54,"10,518,172"
,"Jun 13, 2022",6.15,7.00,6.12,6.65,"18,789,092"
,"Jun 14, 2022",6.54,7.07,6.41,6.94,"10,702,245"
,"Jun 15, 2022",6.71,7.17,6.55,6.87,"18,151,334"
,"Jun 16, 2022",6.73,6.82,6.27,6.57,"12,253,762"
,"Jun 17, 2022",6.46,6.84,6.44,6.61,"10,248,614"
,"Jun 21, 2022",6.94,7.79,6.89,7.22,"16,390,944"
,"Jun 22, 2022",7.07,7.33,6.72,6.75,"10,511,167"
,"Jun 23, 2022",6.77,7.10,6.51,7.05,"13,282,055"
,"Jun 24, 2022",7.17,7.76,7.12,7.42,"13,665,920"
,"Jun 27, 2022",7.48,7.50,6.81,6.85,"9,098,171"
,"Jun 28, 2022",6.95,7.15,6.32,6.43,"10,515,351"
,"Jun 29, 2022",6.25,6.27,5.65,5.80,"12,163,876"
,"Jun 30, 2022",5.53,5.77,5.27,5.34,"10,706,090"
,"Jul 1, 2022",5.41,5.70,5.28,5.54,"11,547,917"
,"Jul 5, 2022",5.40,6.08,5.20,6.07,"12,360,941"
,"Jul 6, 2022",5.94,6.07,5.61,5.65,"11,174,624"
,"Jul 7, 2022",5.77,7.09,5.71,7.01,"20,439,574"
,"Jul 8, 2022",6.65,8.90,6.60,8.51,"49,125,083"
,"Jul 11, 2022",7.90,8.29,7.67,7.81,"14,370,120"
,"Jul 12, 2022",7.75,7.99,7.36,7.67,"10,812,467"
,"Jul 13, 2022",7.50,7.90,7.05,7.76,"12,906,701"
,"Jul 14, 2022",7.59,8.10,7.26,8.00,"15,079,765"
,"Jul 15, 2022",8.26,8.56,7.67,8.04,"13,282,060"
,"Jul 18, 2022",8.83,10.97,8.70,9.76,"43,749,464"
,"Jul 19, 2022",10.37,13.00,9.85,12.90,"58,076,452"
,"Jul 20, 2022",13.55,14.20,11.86,12.47,"70,804,290"
,"Jul 21, 2022",11.76,13.51,11.67,13.49,"31,470,883"
,"Jul 22, 2022",13.89,13.92,12.06,12.42,"29,213,398"
,"Jul 25, 2022",11.70,12.48,11.51,11.57,"16,546,758"
,"Jul 26, 2022",11.19,11.29,10.08,10.11,"13,455,452"
,"Jul 27, 2022",10.87,12.65,10.58,12.32,"31,320,980"
,"Jul 28, 2022",12.32,13.72,11.84,13.20,"36,780,950"
,"Jul 29, 2022",12.82,14.17,12.58,12.99,"31,918,900"
,"Aug 1, 2022",12.50,13.19,11.83,12.27,"20,687,990"
,"Aug 2, 2022",11.90,13.64,11.81,12.96,"23,868,553"
,"Aug 3, 2022",13.17,13.77,12.93,13.28,"24,463,920"
,"Aug 4, 2022",13.50,15.03,13.30,13.42,"27,091,815"
,"Aug 5, 2022",13.23,14.39,13.13,14.17,"17,207,095"
,"Aug 8, 2022",15.28,15.78,14.25,14.43,"19,936,551"
,"Aug 9, 2022",14.01,14.95,13.34,14.11,"16,261,104"
,"Aug 10, 2022",15.36,16.99,14.66,16.36,"32,584,682"
,"Aug 11, 2022",17.72,18.88,16.81,17.19,"29,953,903"
,"Aug 12, 2022",17.25,18.30,16.39,18.24,"17,649,083"
,"Aug 15, 2022",17.98,18.47,17.38,17.65,"14,104,829"
,"Aug 16, 2022",17.55,17.81,16.27,16.88,"17,057,445"
,"Aug 17, 2022",16.30,16.67,15.30,15.45,"17,188,475"
,"Aug 18, 2022",15.75,15.82,15.05,15.59,"10,602,357"
,"Aug 19, 2022",13.88,14.36,13.05,13.18,"16,042,635"
,"Aug 22, 2022",12.62,13.47,12.53,12.93,"11,300,111"
,"Aug 23, 2022",13.19,14.38,13.03,13.71,"15,897,443"
,"Aug 24, 2022",13.58,14.35,13.41,13.78,"12,283,123"
,"Aug 25, 2022",13.83,14.24,12.59,12.88,"17,280,719"
,"Aug 26, 2022",13.21,13.28,11.25,11.35,"20,712,085"
,"Aug 29, 2022",11.13,12.38,11.09,11.81,"14,423,405"
,"Aug 30, 2022",11.99,12.17,11.02,11.53,"12,817,211"
,"Aug 31, 2022",11.68,12.24,11.42,11.85,"11,566,022"
,"Sep 1, 2022",11.48,11.69,10.72,11.51,"10,899,816"
,"Sep 2, 2022",11.81,11.90,10.99,11.38,"13,466,185"
,"Sep 6, 2022",11.40,12.10,10.73,11.12,"18,765,958"
,"Sep 7, 2022",10.95,11.70,10.82,11.68,"12,185,479"
,"Sep 8, 2022",11.44,13.28,11.30,13.26,"19,147,834"
,"Sep 9, 2022",14.08,14.55,13.67,14.16,"22,873,093"
,"Sep 12, 2022",14.67,15.15,13.88,14.43,"19,467,847"
,"Sep 13, 2022",13.05,13.65,12.80,12.82,"14,978,712"
,"Sep 14, 2022",12.88,13.05,12.41,12.60,"9,742,073"
,"Sep 15, 2022",12.40,13.17,12.05,12.07,"13,775,031"
,"Sep 16, 2022",11.70,11.72,10.91,10.92,"14,387,866"
,"Sep 19, 2022",10.44,11.05,10.39,10.87,"13,102,551"
,"Sep 20, 2022",10.59,10.85,10.23,10.26,"10,026,002"
,"Sep 21, 2022",10.40,11.57,10.22,10.85,"21,457,090"
,"Sep 22, 2022",10.63,10.96,10.08,10.52,"10,893,945"
,"Sep 23, 2022",9.99,10.14,9.36,9.47,"16,445,148"
,"Sep 26, 2022",9.62,10.22,9.52,9.61,"13,707,057"
,"Sep 27, 2022",10.37,10.64,9.60,9.87,"19,299,439"
,"Sep 28, 2022",9.81,11.02,9.77,10.95,"19,269,000"
,"Sep 29, 2022",10.51,10.80,10.05,10.77,"12,878,332"
,"Sep 30, 2022",10.77,11.83,10.47,10.71,"20,135,139"
,"Oct 3, 2022",10.95,11.33,10.39,11.08,"16,558,956"
,"Oct 4, 2022",11.79,12.99,11.78,12.88,"22,364,663"
,"Oct 5, 2022",12.29,12.92,11.96,12.84,"16,236,124"
,"Oct 6, 2022",12.87,13.79,12.79,13.10,"16,076,234"
,"Oct 7, 2022",12.50,12.80,11.01,11.21,"14,869,438"
,"Oct 10, 2022",11.05,11.31,10.33,10.76,"9,727,984"
,"Oct 11, 2022",10.74,10.95,10.04,10.46,"12,125,939"
,"Oct 12, 2022",10.33,10.62,9.91,10.42,"10,334,468"
,"Oct 13, 2022",9.59,11.29,9.46,11.22,"19,672,168"
,"Oct 14, 2022",11.48,11.75,10.26,10.30,"15,612,014"
,"Oct 17, 2022",10.85,11.94,10.84,11.69,"19,014,751"
,"Oct 18, 2022",12.34,12.52,11.11,11.38,"16,526,578"
,"Oct 19, 2022",11.25,11.66,10.84,11.07,"13,156,282"
,"Oct 20, 2022",10.70,11.66,10.60,10.92,"11,439,763"
,"Oct 21, 2022",10.79,11.74,10.56,11.70,"14,830,726"
,"Oct 24, 2022",11.72,12.99,11.45,12.90,"17,317,956"
,"Oct 25, 2022",12.95,14.94,12.78,14.76,"24,644,562"
,"Oct 26, 2022",14.49,15.62,13.75,13.79,"28,389,885"
,"Oct 27, 2022",14.22,14.55,13.50,13.65,"17,465,398"
,"Oct 28, 2022",13.77,14.24,13.11,13.85,"17,732,631"
,"Oct 31, 2022",13.87,14.12,13.02,13.11,"14,695,147"
,"Nov 1, 2022",13.45,13.58,12.19,12.22,"14,802,496"
,"Nov 2, 2022",12.15,12.28,10.85,10.92,"22,105,650"
,"Nov 3, 2022",10.90,11.53,10.50,10.51,"16,103,414"
,"Nov 4, 2022",11.28,11.45,10.30,10.84,"25,150,782"
,"Nov 7, 2022",10.93,10.97,10.05,10.50,"14,330,340"
,"Nov 8, 2022",9.98,10.65,9.20,9.96,"32,449,645"
,"Nov 9, 2022",9.39,10.63,9.30,9.61,"25,489,211"
,"Nov 10, 2022",10.03,10.23,9.42,9.98,"28,320,963"
,"Nov 11, 2022",9.45,9.95,8.89,9.77,"21,901,873"
,"Nov 14, 2022",9.58,10.03,9.51,9.52,"12,472,564"
,"Nov 15, 2022",9.92,10.14,9.41,9.50,"14,864,532"
,"Nov 16, 2022",9.35,9.50,8.20,8.31,"18,481,445"
,"Nov 17, 2022",8.27,8.30,7.91,8.03,"16,515,553"
,"Nov 18, 2022",8.38,8.40,7.45,7.47,"23,126,730"
,"Nov 21, 2022",7.10,7.29,6.16,6.19,"25,771,830"
,"Nov 22, 2022",6.47,6.55,6.11,6.42,"23,179,244"
,"Nov 23, 2022",6.46,6.75,6.31,6.48,"18,227,804"
,"Nov 25, 2022",6.35,6.41,6.13,6.22,"7,127,047"
,"Nov 28, 2022",6.02,6.18,5.83,5.98,"14,293,649"
,"Nov 29, 2022",5.90,6.11,5.75,5.89,"12,013,046"
,"Nov 30, 2022",6.05,6.35,5.78,6.32,"23,052,499"
,"Dec 1, 2022",6.35,6.64,6.12,6.21,"16,154,990"
,"Dec 2, 2022",6.23,6.94,6.06,6.91,"21,987,588"
,"Dec 5, 2022",6.99,7.15,6.01,6.14,"24,158,577"
,"Dec 6, 2022",6.12,6.16,5.57,5.79,"15,676,081"
,"Dec 7, 2022",5.69,5.71,5.21,5.37,"16,775,149"
,"Dec 8, 2022",5.41,5.52,5.22,5.39,"16,147,898"
,"Dec 9, 2022",5.37,5.40,4.99,5.00,"21,330,255"
,"Dec 12, 2022",4.92,5.13,4.79,5.07,"14,076,566"
,"Dec 13, 2022",5.55,5.62,4.65,4.66,"32,685,420"
,"Dec 14, 2022",4.74,4.84,4.57,4.72,"24,054,123"
,"Dec 15, 2022",4.60,4.63,4.31,4.34,"16,927,428"
,"Dec 16, 2022",4.13,4.24,3.75,3.88,"21,250,181"
,"Dec 19, 2022",3.88,3.95,3.69,3.87,"11,155,190"
,"Dec 20, 2022",3.87,4.07,3.73,3.91,"12,919,720"
,"Dec 21, 2022",3.90,3.96,3.64,3.65,"14,757,222"
,"Dec 22, 2022",3.55,3.69,3.48,3.67,"14,615,711"
,"Dec 23, 2022",3.69,3.83,3.55,3.62,"8,600,274"
,"Dec 27, 2022",3.56,3.59,3.22,3.24,"12,099,428"
,"Dec 28, 2022",3.20,3.36,3.11,3.15,"9,560,515"
,"Dec 29, 2022",3.18,3.44,3.13,3.41,"11,226,237"
,"Dec 30, 2022",3.29,3.47,3.25,3.42,"9,614,973"
,"Jan 3, 2023",3.58,3.77,3.28,3.40,"13,014,371"
,"Jan 4, 2023",3.50,4.33,3.48,4.22,"32,367,423"
,"Jan 5, 2023",4.11,4.30,3.89,3.91,"24,923,844"
,"Jan 6, 2023",3.94,4.22,3.71,4.09,"19,314,224"
,"Jan 9, 2023",4.26,5.30,4.20,4.90,"44,884,630"
,"Jan 10, 2023",4.91,5.82,4.76,5.75,"42,394,302"
,"Jan 11, 2023",5.70,6.15,5.20,5.37,"43,071,854"
,"Jan 12, 2023",5.96,7.09,5.39,7.03,"67,399,979"
,"Jan 13, 2023",6.65,8.12,6.56,7.68,"78,829,739"
,"Jan 17, 2023",8.40,8.86,7.90,8.37,"59,317,610"
,"Jan 18, 2023",8.51,8.53,6.82,6.91,"58,413,477"
,"Jan 19, 2023",6.72,7.45,6.52,7.34,"35,227,260"
,"Jan 20, 2023",7.52,8.09,7.03,8.07,"48,773,058"
,"Jan 23, 2023",8.05,9.12,7.81,9.00,"47,089,174"
,"Jan 24, 2023",8.74,9.57,8.58,8.80,"39,398,765"
,"Jan 25, 2023",8.31,8.94,7.90,8.75,"34,985,413"
,"Jan 26, 2023",9.17,9.36,8.50,8.75,"30,466,565"
,"Jan 27, 2023",8.55,8.86,7.98,8.02,"48,107,299"
,"Jan 30, 2023",7.79,8.17,7.09,7.17,"36,747,982"
,"Jan 31, 2023",7.41,7.50,7.10,7.21,"24,173,193"
,"Feb 1, 2023",7.17,7.87,6.83,7.52,"43,280,695"
,"Feb 2, 2023",8.00,8.56,7.74,8.00,"60,716,882"
,"Feb 3, 2023",7.51,7.92,6.98,7.07,"34,183,138"
,"Feb 6, 2023",6.92,7.27,6.65,7.08,"23,094,613"
,"Feb 7, 2023",7.08,7.24,6.51,7.10,"32,060,567"
,"Feb 8, 2023",6.91,7.40,6.72,6.81,"23,079,432"
,"Feb 9, 2023",6.89,6.90,5.83,5.95,"27,776,752"
,"Feb 10, 2023",5.84,5.94,5.51,5.92,"20,107,406"
,"Feb 13, 2023",5.76,6.03,5.58,5.85,"14,942,257"
,"Feb 14, 2023",5.82,6.83,5.69,6.72,"36,350,699"
,"Feb 15, 2023",7.02,8.02,6.86,7.95,"51,590,044"
,"Feb 16, 2023",7.68,8.66,7.15,7.21,"66,418,688"
,"Feb 17, 2023",7.45,7.87,7.05,7.70,"44,076,948"
,"Feb 21, 2023",7.38,7.75,7.03,7.13,"29,693,294"
,"Feb 22, 2023",7.02,7.43,6.84,7.19,"28,798,706"
,"Feb 23, 2023",7.27,7.42,7.01,7.28,"18,858,865"
,"Feb 24, 2023",6.98,7.17,6.51,6.67,"25,465,542"
,"Feb 27, 2023",6.97,7.14,6.80,7.11,"25,241,241"
,"Feb 28, 2023",7.05,7.79,7.03,7.10,"38,171,822"
,"Mar 1, 2023",7.18,7.25,6.38,6.51,"26,686,635"
,"Mar 2, 2023",6.25,6.42,5.98,6.26,"22,507,554"
,"Mar 3, 2023",6.02,6.62,5.94,6.38,"20,929,998"
,"Mar 6, 2023",6.40,6.85,6.18,6.32,"19,853,785"
,"Mar 7, 2023",6.29,6.42,6.04,6.09,"17,933,132"
,"Mar 8, 2023",6.01,6.22,5.88,6.18,"14,775,310"
,"Mar 9, 2023",6.03,6.23,5.50,5.51,"19,083,227"
,"Mar 10, 2023",5.48,5.66,5.13,5.33,"20,766,690"
,"Mar 13, 2023",5.70,6.96,5.35,6.70,"66,972,986"
,"Mar 14, 2023",7.45,7.83,6.74,7.13,"64,006,910"
,"Mar 15, 2023",7.13,7.48,6.61,7.09,"38,441,496"
,"Mar 16, 2023",7.06,7.74,7.00,7.63,"35,674,396"
,"Mar 17, 2023",8.40,8.51,7.66,8.17,"61,120,190"
,"Mar 20, 2023",8.48,8.50,7.61,7.85,"39,108,123"
